amr_id,task_id,segment_type,start_time,end_time,start_node,end_node,amr_location_before,amr_location_after,start_x,start_y,start_floor,end_x,end_y,end_floor,status,sim_time_sec,sim_datetime,event_type,payload,weight_kg,from_location,to_location,lift_id,duration_sec,wait_time_sec,distance_m,energy_kwh,task_duration_sec,details,task_source,department_id,waste_stream,waste_volume_m3,container_type
AMR-A-10,T76,corridor,2026-01-01 11:53:49,2026-01-01 11:53:52,C1-13,C1-37,,,77.478,-49.417,1,77.366,-46.134,1,completed,24829.851,2026-01-01 11:53:49,segment_corridor,food_trolley,,C1-13,C1-37,,2.737,0.0,3.285,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C1-13"", ""to"": ""C1-37"", ""duration"": 2.7374249101827237, ""distance_m"": 3.2849098922192685, ""speed_factor"": 1.0, ""congestion_count"": 0, ""from_x"": 77.478, ""from_y"": -49.417, ""to_x"": 77.366, ""to_y"": -46.134, ""from_floor"": 1, ""to_floor"": 1}",,,,0.0,
AMR-A-10,T76,corridor,2026-01-01 11:53:52,2026-01-01 11:54:05,C1-37,C1-14,,,77.366,-46.134,1,77.412,-30.679,1,completed,24832.589,2026-01-01 11:53:52,segment_corridor,food_trolley,,C1-37,C1-14,,12.879,0.0,15.455,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C1-37"", ""to"": ""C1-14"", ""duration"": 12.879223713882071, ""distance_m"": 15.455068456658484, ""speed_factor"": 1.0, ""congestion_count"": 0, ""from_x"": 77.366, ""from_y"": -46.134, ""to_x"": 77.412, ""to_y"": -30.679, ""from_floor"": 1, ""to_floor"": 1}",,,,0.0,
AMR-A-10,T76,corridor,2026-01-01 11:54:05,2026-01-01 11:54:22,C1-14,C1-15,,,77.412,-30.679,1,77.438,-10.134,1,completed,24845.468,2026-01-01 11:54:05,segment_corridor,food_trolley,,C1-14,C1-15,,17.121,0.0,20.545,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C1-14"", ""to"": ""C1-15"", ""duration"": 17.120847043070683, ""distance_m"": 20.54501645168482, ""speed_factor"": 1.0, ""congestion_count"": 0, ""from_x"": 77.412, ""from_y"": -30.679, ""to_x"": 77.438, ""to_y"": -10.134, ""from_floor"": 1, ""to_floor"": 1}",,,,0.0,
AMR-A-10,T76,corridor,2026-01-01 11:54:22,2026-01-01 11:54:25,C1-15,C1-35,,,77.438,-10.134,1,77.445,-6.903,1,completed,24862.589,2026-01-01 11:54:22,segment_corridor,food_trolley,,C1-15,C1-35,,2.693,0.0,3.231,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C1-15"", ""to"": ""C1-35"", ""duration"": 2.6925063189856737, ""distance_m"": 3.231007582782808, ""speed_factor"": 1.0, ""congestion_count"": 0, ""from_x"": 77.438, ""from_y"": -10.134, ""to_x"": 77.445, ""to_y"": -6.903, ""from_floor"": 1, ""to_floor"": 1}",,,,0.0,
AMR-A-10,T76,corridor,2026-01-01 11:54:25,2026-01-01 11:54:32,C1-35,C1-36,,,77.445,-6.903,1,69.171,-6.857,1,completed,24865.281,2026-01-01 11:54:25,segment_corridor,food_trolley,,C1-35,C1-36,,6.895,0.0,8.274,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C1-35"", ""to"": ""C1-36"", ""duration"": 6.895106557874526, ""distance_m"": 8.274127869449432, ""speed_factor"": 1.0, ""congestion_count"": 0, ""from_x"": 77.445, ""from_y"": -6.903, ""to_x"": 69.171, ""to_y"": -6.857, ""from_floor"": 1, ""to_floor"": 1}",,,,0.0,
AMR-A-10,T76,corridor,2026-01-01 11:54:32,2026-01-01 11:54:36,C1-36,BIRTHING-SUITE-DELIVERYAREA,,,69.171,-6.857,1,64.034,-6.833,1,completed,24872.176,2026-01-01 11:54:32,segment_corridor,food_trolley,,C1-36,BIRTHING-SUITE-DELIVERYAREA,,4.281,0.0,5.137,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C1-36"", ""to"": ""BIRTHING-SUITE-DELIVERYAREA"", ""duration"": 4.2808800529538065, ""distance_m"": 5.137056063544567, ""speed_factor"": 1.0, ""congestion_count"": 0, ""from_x"": 69.171, ""from_y"": -6.857, ""to_x"": 64.034, ""to_y"": -6.833, ""from_floor"": 1, ""to_floor"": 1}",,,,0.0,
AMR-A-10,T76,dropoff,2026-01-01 11:54:36,2026-01-01 11:54:56,,,,,,,,,,,completed,24876.457,2026-01-01 11:54:36,segment_dropoff,food_trolley,,KITCHEN,BIRTHING-SUITE-DELIVERYAREA,,20.0,0.0,0.0,0.0,0.0,"{""type"": ""dropoff"", ""location"": ""BIRTHING-SUITE-DELIVERYAREA"", ""duration"": 20.0, ""from_x"": null, ""from_y"": null, ""to_x"": null, ""to_y"": null, ""from_floor"": null, ""to_floor"": null}",,,,0.0,
AMR-A-3,T77,,2026-01-01 11:49:04,2026-01-01 11:49:05,,,ADULTIP3-DELIVERYAREA,CARDIO-DELIVERYAREA,,,,,,,start,24544.462,2026-01-01 11:49:04,task_assigned,food_trolley,,KITCHEN,CARDIO-DELIVERYAREA,,0.0,0.0,0.0,0.0,320.403,Assigned task to AMR-A-3,,,,0.0,
AMR-A-3,T77,corridor,2026-01-01 11:49:04,2026-01-01 11:49:10,ADULTIP3-DELIVERYAREA,C3-23,,,157.731,-140.753,3,152.046,-140.892,3,completed,24544.462,2026-01-01 11:49:04,segment_corridor,food_trolley,,ADULTIP3-DELIVERYAREA,C3-23,,5.575,0.0,5.687,0.0,0.0,"{""type"": ""corridor"", ""from"": ""ADULTIP3-DELIVERYAREA"", ""to"": ""C3-23"", ""duration"": 5.575195139708435, ""distance_m"": 5.686699042502603, ""speed_factor"": 0.85, ""congestion_count"": 1, ""from_x"": 157.731, ""from_y"": -140.753, ""to_x"": 152.046, ""to_y"": -140.892, ""from_floor"": 3, ""to_floor"": 3}",,,,0.0,
AMR-A-3,T77,corridor,2026-01-01 11:49:10,2026-01-01 11:49:18,C3-23,C3-22,,,152.046,-140.892,3,142.245,-140.913,3,completed,24550.037,2026-01-01 11:49:10,segment_corridor,food_trolley,,C3-23,C3-22,,8.168,0.0,9.801,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C3-23"", ""to"": ""C3-22"", ""duration"": 8.167518748065403, ""distance_m"": 9.801022497678483, ""speed_factor"": 1.0, ""congestion_count"": 0, ""from_x"": 152.046, ""from_y"": -140.892, ""to_x"": 142.245, ""to_y"": -140.913, ""from_floor"": 3, ""to_floor"": 3}",,,,0.0,
AMR-A-3,T77,corridor,2026-01-01 11:49:18,2026-01-01 11:49:22,C3-22,C3-1,,,142.245,-140.913,3,142.199,-136.453,3,completed,24558.205,2026-01-01 11:49:18,segment_corridor,food_trolley,,C3-22,C3-1,,4.373,0.0,4.46,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C3-22"", ""to"": ""C3-1"", ""duration"": 4.372781581786892, ""distance_m"": 4.46023721342263, ""speed_factor"": 0.85, ""congestion_count"": 1, ""from_x"": 142.245, ""from_y"": -140.913, ""to_x"": 142.199, ""to_y"": -136.453, ""from_floor"": 3, ""to_floor"": 3}",,,,0.0,
AMR-A-3,T77,corridor,2026-01-01 11:49:22,2026-01-01 11:49:26,C3-1,Lift-6-F3,,,142.199,-136.453,3,138.437,-138.749,3,completed,24562.578,2026-01-01 11:49:22,segment_corridor,food_trolley,,C3-1,Lift-6-F3,,4.321,0.0,4.407,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C3-1"", ""to"": ""Lift-6-F3"", ""duration"": 4.320878650303631, ""distance_m"": 4.407296223309703, ""speed_factor"": 0.85, ""congestion_count"": 1, ""from_x"": 142.199, ""from_y"": -136.453, ""to_x"": 138.437, ""to_y"": -138.749, ""from_floor"": 3, ""to_floor"": 3}",,,,0.0,
AMR-A-3,T77,wait_for_lift,2026-01-01 11:49:26,2026-01-01 11:50:03,Lift-6-F3,Lift-6-F3,,,138.437,-138.749,3,138.437,-138.749,3,waiting,24566.899,2026-01-01 11:49:26,segment_wait,food_trolley,,Lift-6-F3,Lift-6-F3,Lift-6,36.82,36.82,0.0,0.0,0.0,"{""type"": ""wait_for_lift"", ""lift_id"": ""Lift-6"", ""from"": ""Lift-6-F3"", ""to"": ""Lift-6-F3"", ""duration"": 36.82014219323537, ""distance_m"": 0.0}",,,,0.0,
AMR-A-3,T77,lift_reposition,2026-01-01 11:50:03,2026-01-01 11:50:05,Lift-6-F4,Lift-6-F3,,,138.437,-138.749,4,138.437,-138.749,3,completed,24603.719,2026-01-01 11:50:03,segment_lift_reposition,food_trolley,,Lift-6-F4,Lift-6-F3,Lift-6,2.222,0.0,4.0,0.007336538461538461,0.0,"{""type"": ""lift_reposition"", ""lift_id"": ""Lift-6"", ""from"": ""Lift-6-F4"", ""to"": ""Lift-6-F3"", ""from_floor"": 4, ""to_floor"": 3, ""wait_time"": 0.0, ""duration"": 2.2222222222222223, ""distance_m"": 4.0, ""vertical_distance_m"": 4.0, ""energy_kwh"": 0.007336538461538461, ""from_x"": 138.437, ""from_y"": -138.749, ""to_x"": 138.437, ""to_y"": -138.749}",,,,0.0,
AMR-A-3,T77,lift_transfer,2026-01-01 11:50:05,2026-01-01 11:49:51,Lift-6-F3,Lift-6-F2,,,138.437,-138.749,3,138.437,-138.749,2,completed,24605.941,2026-01-01 11:50:05,segment_lift_transfer,food_trolley,,Lift-6-F3,Lift-6-F2,Lift-6,-14.598,0.0,4.0,0.012128403360615578,0.0,"{""type"": ""lift_transfer"", ""lift_id"": ""Lift-6"", ""from"": ""Lift-6-F3"", ""to"": ""Lift-6-F2"", ""from_floor"": 3, ""to_floor"": 2, ""wait_time"": 0.0, ""duration"": -14.597919971012338, ""distance_m"": 4.0, ""vertical_distance_m"": 4.0, ""energy_kwh"": 0.012128403360615578, ""from_x"": 138.437, ""from_y"": -138.749, ""to_x"": 138.437, ""to_y"": -138.749}",,,,0.0,
AMR-A-3,T77,corridor,2026-01-01 11:49:51,2026-01-01 11:49:54,Lift-6-F2,C2-2,,,138.437,-138.749,2,142.153,-138.602,2,completed,24591.343,2026-01-01 11:49:51,segment_corridor,food_trolley,,Lift-6-F2,C2-2,,3.099,0.0,3.719,0.0,0.0,"{""type"": ""corridor"", ""from"": ""Lift-6-F2"", ""to"": ""C2-2"", ""duration"": 3.0990886877345636, ""distance_m"": 3.7189064252814763, ""speed_factor"": 1.0, ""congestion_count"": 0, ""from_x"": 138.437, ""from_y"": -138.749, ""to_x"": 142.153, ""to_y"": -138.602, ""from_floor"": 2, ""to_floor"": 2}",,,,0.0,
AMR-A-3,T77,corridor,2026-01-01 11:49:54,2026-01-01 11:49:59,C2-2,C2-1,,,142.153,-138.602,2,142.153,-135.436,2,completed,24594.442,2026-01-01 11:49:54,segment_corridor,food_trolley,,C2-2,C2-1,,4.797,0.0,3.166,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C2-2"", ""to"": ""C2-1"", ""duration"": 4.796969696969692, ""distance_m"": 3.165999999999997, ""speed_factor"": 0.55, ""congestion_count"": 3, ""from_x"": 142.153, ""from_y"": -138.602, ""to_x"": 142.153, ""to_y"": -135.436, ""from_floor"": 2, ""to_floor"": 2}",,,,0.0,
AMR-A-3,T77,corridor,2026-01-01 11:49:59,2026-01-01 11:50:05,C2-1,KITCHEN,,,142.153,-135.436,2,142.071,-131.132,2,completed,24599.239,2026-01-01 11:49:59,segment_corridor,food_trolley,,C2-1,KITCHEN,,6.522,0.0,4.305,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C2-1"", ""to"": ""KITCHEN"", ""duration"": 6.522395549936048, ""distance_m"": 4.304781062957792, ""speed_factor"": 0.55, ""congestion_count"": 3, ""from_x"": 142.153, ""from_y"": -135.436, ""to_x"": 142.071, ""to_y"": -131.132, ""from_floor"": 2, ""to_floor"": 2}",,,,0.0,
AMR-A-3,T77,pickup,2026-01-01 11:50:05,2026-01-01 11:50:25,,,,,,,,,,,completed,24605.761,2026-01-01 11:50:05,segment_pickup,food_trolley,,KITCHEN,CARDIO-DELIVERYAREA,,20.0,0.0,0.0,0.0,0.0,"{""type"": ""pickup"", ""location"": ""KITCHEN"", ""duration"": 20.0, ""from_x"": null, ""from_y"": null, ""to_x"": null, ""to_y"": null, ""from_floor"": null, ""to_floor"": null}",,,,0.0,
AMR-A-3,T77,corridor,2026-01-01 11:50:25,2026-01-01 11:50:30,KITCHEN,C2-1,,,142.071,-131.132,2,142.153,-135.436,2,completed,24625.761,2026-01-01 11:50:25,segment_corridor,food_trolley,,KITCHEN,C2-1,,5.125,0.0,4.305,0.0,0.0,"{""type"": ""corridor"", ""from"": ""KITCHEN"", ""to"": ""C2-1"", ""duration"": 5.124739360664039, ""distance_m"": 4.304781062957792, ""speed_factor"": 0.7, ""congestion_count"": 2, ""from_x"": 142.071, ""from_y"": -131.132, ""to_x"": 142.153, ""to_y"": -135.436, ""from_floor"": 2, ""to_floor"": 2}",,,,0.0,
AMR-A-3,T77,corridor,2026-01-01 11:50:30,2026-01-01 11:50:33,C2-1,C2-2,,,142.153,-135.436,2,142.153,-138.602,2,completed,24630.886,2026-01-01 11:50:30,segment_corridor,food_trolley,,C2-1,C2-2,,3.104,0.0,3.166,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C2-1"", ""to"": ""C2-2"", ""duration"": 3.1039215686274484, ""distance_m"": 3.165999999999997, ""speed_factor"": 0.85, ""congestion_count"": 1, ""from_x"": 142.153, ""from_y"": -135.436, ""to_x"": 142.153, ""to_y"": -138.602, ""from_floor"": 2, ""to_floor"": 2}",,,,0.0,
AMR-A-3,T77,corridor,2026-01-01 11:50:33,2026-01-01 11:50:44,C2-2,C2-3,,,142.153,-138.602,2,142.469,-149.736,2,completed,24633.99,2026-01-01 11:50:33,segment_corridor,food_trolley,,C2-2,C2-3,,10.92,0.0,11.138,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C2-2"", ""to"": ""C2-3"", ""duration"": 10.920081744810371, ""distance_m"": 11.138483379706578, ""speed_factor"": 0.85, ""congestion_count"": 1, ""from_x"": 142.153, ""from_y"": -138.602, ""to_x"": 142.469, ""to_y"": -149.736, ""from_floor"": 2, ""to_floor"": 2}",,,,0.0,
AMR-A-3,T77,corridor,2026-01-01 11:50:44,2026-01-01 11:50:48,C2-3,C2-4,,,142.469,-149.736,2,138.449,-149.882,2,completed,24644.91,2026-01-01 11:50:44,segment_corridor,food_trolley,,C2-3,C2-4,,3.944,0.0,4.023,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C2-3"", ""to"": ""C2-4"", ""duration"": 3.9437748726390396, ""distance_m"": 4.02265037009182, ""speed_factor"": 0.85, ""congestion_count"": 1, ""from_x"": 142.469, ""from_y"": -149.736, ""to_x"": 138.449, ""to_y"": -149.882, ""from_floor"": 2, ""to_floor"": 2}",,,,0.0,
AMR-A-3,T77,corridor,2026-01-01 11:50:48,2026-01-01 11:50:52,C2-4,C2-5,,,138.449,-149.882,2,134.284,-149.468,2,completed,24648.854,2026-01-01 11:50:48,segment_corridor,food_trolley,,C2-4,C2-5,,4.103,0.0,4.186,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C2-4"", ""to"": ""C2-5"", ""duration"": 4.103456055027317, ""distance_m"": 4.185525176127864, ""speed_factor"": 0.85, ""congestion_count"": 1, ""from_x"": 138.449, ""from_y"": -149.882, ""to_x"": 134.284, ""to_y"": -149.468, ""from_floor"": 2, ""to_floor"": 2}",,,,0.0,
AMR-A-3,T77,corridor,2026-01-01 11:50:52,2026-01-01 11:51:16,C2-5,C2-6,,,134.284,-149.468,2,133.869,-125.703,2,completed,24652.957,2026-01-01 11:50:52,segment_corridor,food_trolley,,C2-5,C2-6,,23.303,0.0,23.769,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C2-5"", ""to"": ""C2-6"", ""duration"": 23.302571788968, ""distance_m"": 23.768623224747355, ""speed_factor"": 0.85, ""congestion_count"": 1, ""from_x"": 134.284, ""from_y"": -149.468, ""to_x"": 133.869, ""to_y"": -125.703, ""from_floor"": 2, ""to_floor"": 2}",,,,0.0,
AMR-A-3,T77,corridor,2026-01-01 11:51:16,2026-01-01 11:51:39,C2-6,C2-7,,,133.869,-125.703,2,133.817,-102.025,2,completed,24676.26,2026-01-01 11:51:16,segment_corridor,food_trolley,,C2-6,C2-7,,23.214,0.0,23.678,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C2-6"", ""to"": ""C2-7"", ""duration"": 23.213781469949346, ""distance_m"": 23.67805709934833, ""speed_factor"": 0.85, ""congestion_count"": 1, ""from_x"": 133.869, ""from_y"": -125.703, ""to_x"": 133.817, ""to_y"": -102.025, ""from_floor"": 2, ""to_floor"": 2}",,,,0.0,
AMR-A-3,T77,corridor,2026-01-01 11:51:39,2026-01-01 11:51:47,C2-7,C2-8,,,133.817,-102.025,2,133.702,-93.487,2,completed,24699.474,2026-01-01 11:51:39,segment_corridor,food_trolley,,C2-7,C2-8,,8.371,0.0,8.539,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C2-7"", ""to"": ""C2-8"", ""duration"": 8.371347493801482, ""distance_m"": 8.53877444367751, ""speed_factor"": 0.85, ""congestion_count"": 1, ""from_x"": 133.817, ""from_y"": -102.025, ""to_x"": 133.702, ""to_y"": -93.487, ""from_floor"": 2, ""to_floor"": 2}",,,,0.0,
AMR-A-3,T77,corridor,2026-01-01 11:51:47,2026-01-01 11:51:55,C2-8,C2-15,,,133.702,-93.487,2,125.528,-93.415,2,completed,24707.845,2026-01-01 11:51:47,segment_corridor,food_trolley,,C2-8,C2-15,,8.014,0.0,8.174,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C2-8"", ""to"": ""C2-15"", ""duration"": 8.01403636946952, ""distance_m"": 8.17431709685891, ""speed_factor"": 0.85, ""congestion_count"": 1, ""from_x"": 133.702, ""from_y"": -93.487, ""to_x"": 125.528, ""to_y"": -93.415, ""from_floor"": 2, ""to_floor"": 2}",,,,0.0,
AMR-A-3,T77,corridor,2026-01-01 11:51:55,2026-01-01 11:52:16,C2-15,C2-16,,,125.528,-93.415,2,104.071,-93.383,2,completed,24715.859,2026-01-01 11:51:55,segment_corridor,food_trolley,,C2-15,C2-16,,21.036,0.0,21.457,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C2-15"", ""to"": ""C2-16"", ""duration"": 21.036297903591752, ""distance_m"": 21.457023861663583, ""speed_factor"": 0.85, ""congestion_count"": 1, ""from_x"": 125.528, ""from_y"": -93.415, ""to_x"": 104.071, ""to_y"": -93.383, ""from_floor"": 2, ""to_floor"": 2}",,,,0.0,
AMR-A-3,T77,corridor,2026-01-01 11:52:16,2026-01-01 11:52:25,C2-16,C2-17,,,104.071,-93.383,2,95.251,-93.462,2,completed,24736.895,2026-01-01 11:52:16,segment_corridor,food_trolley,,C2-16,C2-17,,8.647,0.0,8.82,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C2-16"", ""to"": ""C2-17"", ""duration"": 8.647405677539448, ""distance_m"": 8.820353791090236, ""speed_factor"": 0.85, ""congestion_count"": 1, ""from_x"": 104.071, ""from_y"": -93.383, ""to_x"": 95.251, ""to_y"": -93.462, ""from_floor"": 2, ""to_floor"": 2}",,,,0.0,
AMR-A-3,T77,corridor,2026-01-01 11:52:25,2026-01-01 11:52:33,C2-17,C2-18,,,95.251,-93.462,2,95.265,-84.877,2,completed,24745.543,2026-01-01 11:52:25,segment_corridor,food_trolley,,C2-17,C2-18,,8.417,0.0,8.585,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C2-17"", ""to"": ""C2-18"", ""duration"": 8.416677858089795, ""distance_m"": 8.585011415251591, ""speed_factor"": 0.85, ""congestion_count"": 1, ""from_x"": 95.251, ""from_y"": -93.462, ""to_x"": 95.265, ""to_y"": -84.877, ""from_floor"": 2, ""to_floor"": 2}",,,,0.0,
AMR-A-3,T77,corridor,2026-01-01 11:52:33,2026-01-01 11:52:36,C2-18,C2-19,,,95.265,-84.877,2,91.617,-84.924,2,completed,24753.96,2026-01-01 11:52:33,segment_corridor,food_trolley,,C2-18,C2-19,,3.04,0.0,3.648,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C2-18"", ""to"": ""C2-19"", ""duration"": 3.0402522967309404, ""distance_m"": 3.6483027560771286, ""speed_factor"": 1.0, ""congestion_count"": 0, ""from_x"": 95.265, ""from_y"": -84.877, ""to_x"": 91.617, ""to_y"": -84.924, ""from_floor"": 2, ""to_floor"": 2}",,,,0.0,
AMR-A-3,T77,corridor,2026-01-01 11:52:36,2026-01-01 11:52:40,C2-19,Lift-8-F2,,,91.617,-84.924,2,92.111,-89.054,2,completed,24757.0,2026-01-01 11:52:36,segment_corridor,food_trolley,,C2-19,Lift-8-F2,,3.466,0.0,4.159,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C2-19"", ""to"": ""Lift-8-F2"", ""duration"": 3.466199487751515, ""distance_m"": 4.159439385301818, ""speed_factor"": 1.0, ""congestion_count"": 0, ""from_x"": 91.617, ""from_y"": -84.924, ""to_x"": 92.111, ""to_y"": -89.054, ""from_floor"": 2, ""to_floor"": 2}",,,,0.0,
AMR-A-3,T77,lift_reposition,2026-01-01 11:52:40,2026-01-01 11:52:42,Lift-8-F1,Lift-8-F2,,,92.111,-89.054,1,92.111,-89.054,2,completed,24760.466,2026-01-01 11:52:40,segment_lift_reposition,food_trolley,,Lift-8-F1,Lift-8-F2,Lift-8,2.222,0.0,4.0,0.009782051282051283,0.0,"{""type"": ""lift_reposition"", ""lift_id"": ""Lift-8"", ""from"": ""Lift-8-F1"", ""to"": ""Lift-8-F2"", ""from_floor"": 1, ""to_floor"": 2, ""wait_time"": 0.0, ""duration"": 2.2222222222222223, ""distance_m"": 4.0, ""vertical_distance_m"": 4.0, ""energy_kwh"": 0.009782051282051283, ""from_x"": 92.111, ""from_y"": -89.054, ""to_x"": 92.111, ""to_y"": -89.054}",,,,0.0,
AMR-A-3,T77,lift_transfer,2026-01-01 11:52:42,2026-01-01 11:53:07,Lift-8-F2,Lift-8-F4,,,92.111,-89.054,2,92.111,-89.054,4,completed,24762.688,2026-01-01 11:52:42,segment_lift_transfer,food_trolley,,Lift-8-F2,Lift-8-F4,Lift-8,24.444,0.0,8.0,0.024917948717948717,0.0,"{""type"": ""lift_transfer"", ""lift_id"": ""Lift-8"", ""from"": ""Lift-8-F2"", ""to"": ""Lift-8-F4"", ""from_floor"": 2, ""to_floor"": 4, ""wait_time"": 0.0, ""duration"": 24.444444444445658, ""distance_m"": 8.0, ""vertical_distance_m"": 8.0, ""energy_kwh"": 0.024917948717948717, ""from_x"": 92.111, ""from_y"": -89.054, ""to_x"": 92.111, ""to_y"": -89.054}",,,,0.0,
AMR-A-3,T77,corridor,2026-01-01 11:53:07,2026-01-01 11:53:10,Lift-8-F4,C4-4,,,92.111,-89.054,4,92.168,-85.521,4,completed,24787.133,2026-01-01 11:53:07,segment_corridor,food_trolley,,Lift-8-F4,C4-4,,2.945,0.0,3.533,0.0,0.0,"{""type"": ""corridor"", ""from"": ""Lift-8-F4"", ""to"": ""C4-4"", ""duration"": 2.9445498146764506, ""distance_m"": 3.5334597776117405, ""speed_factor"": 1.0, ""congestion_count"": 0, ""from_x"": 92.111, ""from_y"": -89.054, ""to_x"": 92.168, ""to_y"": -85.521, ""from_floor"": 4, ""to_floor"": 4}",,,,0.0,
AMR-A-3,T77,corridor,2026-01-01 11:53:10,2026-01-01 11:53:11,C4-4,C4-8,,,92.168,-85.521,4,90.763,-85.52,4,completed,24790.077,2026-01-01 11:53:10,segment_corridor,food_trolley,,C4-4,C4-8,,1.171,0.0,1.405,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C4-4"", ""to"": ""C4-8"", ""duration"": 1.1708336298932018, ""distance_m"": 1.4050003558718422, ""speed_factor"": 1.0, ""congestion_count"": 0, ""from_x"": 92.168, ""from_y"": -85.521, ""to_x"": 90.763, ""to_y"": -85.52, ""from_floor"": 4, ""to_floor"": 4}",,,,0.0,
AMR-A-3,T77,corridor,2026-01-01 11:53:11,2026-01-01 11:53:13,C4-8,C4-5,,,90.763,-85.52,4,88.624,-85.529,4,completed,24791.248,2026-01-01 11:53:11,segment_corridor,food_trolley,,C4-8,C4-5,,1.783,0.0,2.139,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C4-8"", ""to"": ""C4-5"", ""duration"": 1.782515778331297, ""distance_m"": 2.1390189339975563, ""speed_factor"": 1.0, ""congestion_count"": 0, ""from_x"": 90.763, ""from_y"": -85.52, ""to_x"": 88.624, ""to_y"": -85.529, ""from_floor"": 4, ""to_floor"": 4}",,,,0.0,
AMR-A-3,T77,corridor,2026-01-01 11:53:13,2026-01-01 11:53:14,C4-5,C4-16,,,88.624,-85.529,4,86.547,-85.482,4,completed,24793.031,2026-01-01 11:53:13,segment_corridor,food_trolley,,C4-5,C4-16,,1.731,0.0,2.078,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C4-5"", ""to"": ""C4-16"", ""duration"": 1.7312764237855116, ""distance_m"": 2.077531708542614, ""speed_factor"": 1.0, ""congestion_count"": 0, ""from_x"": 88.624, ""from_y"": -85.529, ""to_x"": 86.547, ""to_y"": -85.482, ""from_floor"": 4, ""to_floor"": 4}",,,,0.0,
AMR-A-3,T77,corridor,2026-01-01 11:53:14,2026-01-01 11:53:23,C4-16,C4-17,,,86.547,-85.482,4,86.426,-75.392,4,completed,24794.762,2026-01-01 11:53:14,segment_corridor,food_trolley,,C4-16,C4-17,,8.409,0.0,10.091,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C4-16"", ""to"": ""C4-17"", ""duration"": 8.408937911862331, ""distance_m"": 10.090725494234796, ""speed_factor"": 1.0, ""congestion_count"": 0, ""from_x"": 86.547, ""from_y"": -85.482, ""to_x"": 86.426, ""to_y"": -75.392, ""from_floor"": 4, ""to_floor"": 4}",,,,0.0,
AMR-A-3,T77,corridor,2026-01-01 11:53:23,2026-01-01 11:53:28,C4-17,CARDIO-DELIVERYAREA,,,86.426,-75.392,4,86.466,-69.543,4,completed,24803.171,2026-01-01 11:53:23,segment_corridor,food_trolley,,C4-17,CARDIO-DELIVERYAREA,,4.874,0.0,5.849,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C4-17"", ""to"": ""CARDIO-DELIVERYAREA"", ""duration"": 4.874280644931667, ""distance_m"": 5.8491367739180005, ""speed_factor"": 1.0, ""congestion_count"": 0, ""from_x"": 86.426, ""from_y"": -75.392, ""to_x"": 86.466, ""to_y"": -69.543, ""from_floor"": 4, ""to_floor"": 4}",,,,0.0,
