amr_id,task_id,segment_type,start_time,end_time,start_node,end_node,amr_location_before,amr_location_after,start_x,start_y,start_floor,end_x,end_y,end_floor,status,sim_time_sec,sim_datetime,event_type,payload,weight_kg,from_location,to_location,lift_id,duration_sec,wait_time_sec,distance_m,task_duration_sec,details
AMR-A-3,T13,lift_transfer,2026-01-01 08:20:17,2026-01-01 08:20:39,Lift-5-F0,Lift-5-F1,,,138.393,-135.355,0,138.393,-135.355,1,completed,1217.581,2026-01-01 08:20:17,segment_lift_transfer,goods_cage,,Lift-5-F0,Lift-5-F1,Lift-5,22.222,0.0,4.0,0.0,"{""type"": ""lift_transfer"", ""lift_id"": ""Lift-5"", ""from"": ""Lift-5-F0"", ""to"": ""Lift-5-F1"", ""from_floor"": 0, ""to_floor"": 1, ""wait_time"": 0.0, ""duration"": 22.22222222222217, ""distance_m"": 4.0, ""vertical_distance_m"": 4.0, ""from_x"": 138.393, ""from_y"": -135.355, ""to_x"": 138.393, ""to_y"": -135.355}"
AMR-A-3,T13,corridor,2026-01-01 08:20:39,2026-01-01 08:20:42,Lift-5-F1,C1-27,,,138.393,-135.355,1,142.122,-135.61,1,completed,1239.803,2026-01-01 08:20:39,segment_corridor,goods_cage,,Lift-5-F1,C1-27,,3.115,0.0,3.738,0.0,"{""type"": ""corridor"", ""from"": ""Lift-5-F1"", ""to"": ""C1-27"", ""duration"": 3.114757213652467, ""distance_m"": 3.73770865638296, ""from_x"": 138.393, ""from_y"": -135.355, ""to_x"": 142.122, ""to_y"": -135.61, ""from_floor"": 1, ""to_floor"": 1}"
AMR-A-3,T13,corridor,2026-01-01 08:20:42,2026-01-01 08:20:45,C1-27,C1-28,,,142.122,-135.61,1,142.21,-138.617,1,completed,1242.918,2026-01-01 08:20:42,segment_corridor,goods_cage,,C1-27,C1-28,,2.507,0.0,3.008,0.0,"{""type"": ""corridor"", ""from"": ""C1-27"", ""to"": ""C1-28"", ""duration"": 2.506906155447811, ""distance_m"": 3.008287386537373, ""from_x"": 142.122, ""from_y"": -135.61, ""to_x"": 142.21, ""to_y"": -138.617, ""from_floor"": 1, ""to_floor"": 1}"
AMR-A-3,T13,corridor,2026-01-01 08:20:45,2026-01-01 08:20:48,C1-28,C1-29,,,142.21,-138.617,1,142.168,-142.002,1,completed,1245.425,2026-01-01 08:20:45,segment_corridor,goods_cage,,C1-28,C1-29,,2.821,0.0,3.385,0.0,"{""type"": ""corridor"", ""from"": ""C1-28"", ""to"": ""C1-29"", ""duration"": 2.8210504593935455, ""distance_m"": 3.3852605512722547, ""from_x"": 142.21, ""from_y"": -138.617, ""to_x"": 142.168, ""to_y"": -142.002, ""from_floor"": 1, ""to_floor"": 1}"
AMR-A-3,T13,corridor,2026-01-01 08:20:48,2026-01-01 08:20:56,C1-29,C1-33,,,142.168,-142.002,1,151.789,-141.862,1,completed,1248.246,2026-01-01 08:20:48,segment_corridor,goods_cage,,C1-29,C1-33,,8.018,0.0,9.622,0.0,"{""type"": ""corridor"", ""from"": ""C1-29"", ""to"": ""C1-33"", ""duration"": 8.018348792682373, ""distance_m"": 9.622018551218847, ""from_x"": 142.168, ""from_y"": -142.002, ""to_x"": 151.789, ""to_y"": -141.862, ""from_floor"": 1, ""to_floor"": 1}"
AMR-A-3,T13,corridor,2026-01-01 08:20:56,2026-01-01 08:20:59,C1-33,C1-34,,,151.789,-141.862,1,151.955,-137.621,1,completed,1256.265,2026-01-01 08:20:56,segment_corridor,goods_cage,,C1-33,C1-34,,3.537,0.0,4.244,0.0,"{""type"": ""corridor"", ""from"": ""C1-33"", ""to"": ""C1-34"", ""duration"": 3.5368729322508616, ""distance_m"": 4.244247518701034, ""from_x"": 151.789, ""from_y"": -141.862, ""to_x"": 151.955, ""to_y"": -137.621, ""from_floor"": 1, ""to_floor"": 1}"
AMR-A-3,T13,corridor,2026-01-01 08:20:59,2026-01-01 08:21:02,C1-34,ENDOSCOPY-DH,,,151.955,-137.621,1,155.718,-137.412,1,completed,1259.801,2026-01-01 08:20:59,segment_corridor,goods_cage,,C1-34,ENDOSCOPY-DH,,3.141,0.0,3.769,0.0,"{""type"": ""corridor"", ""from"": ""C1-34"", ""to"": ""ENDOSCOPY-DH"", ""duration"": 3.1406662863510513, ""distance_m"": 3.7687995436212613, ""from_x"": 151.955, ""from_y"": -137.621, ""to_x"": 155.718, ""to_y"": -137.412, ""from_floor"": 1, ""to_floor"": 1}"
AMR-A-3,T13,dropoff,2026-01-01 08:21:02,2026-01-01 08:21:22,,,,,,,,,,,completed,1262.942,2026-01-01 08:21:02,segment_dropoff,goods_cage,,RD,ENDOSCOPY-DH,,20.0,0.0,0.0,0.0,"{""type"": ""dropoff"", ""location"": ""ENDOSCOPY-DH"", ""duration"": 20.0, ""from_x"": null, ""from_y"": null, ""to_x"": null, ""to_y"": null, ""from_floor"": null, ""to_floor"": null}"
AMR-A-1,T14,,2026-01-01 08:20:11,2026-01-01 08:20:12,,,ANTE-DH,ICU-DH,,,,,,,start,1211.297,2026-01-01 08:20:11,task_assigned,goods_cage,,RD,ICU-DH,,0.0,0.0,0.0,409.988,Assigned task to AMR-A-1
AMR-A-1,T14,corridor,2026-01-01 08:20:11,2026-01-01 08:20:14,ANTE-DH,C1-11,,,73.533,-87.771,1,77.446,-87.894,1,completed,1211.297,2026-01-01 08:20:11,segment_corridor,goods_cage,,ANTE-DH,C1-11,,3.262,0.0,3.915,0.0,"{""type"": ""corridor"", ""from"": ""ANTE-DH"", ""to"": ""C1-11"", ""duration"": 3.2624439118209776, ""distance_m"": 3.9149326941851728, ""from_x"": 73.533, ""from_y"": -87.771, ""to_x"": 77.446, ""to_y"": -87.894, ""from_floor"": 1, ""to_floor"": 1}"
AMR-A-1,T14,corridor,2026-01-01 08:20:14,2026-01-01 08:20:17,C1-11,C1-10,,,77.446,-87.894,1,77.377,-84.723,1,completed,1214.559,2026-01-01 08:20:14,segment_corridor,goods_cage,,C1-11,C1-10,,2.643,0.0,3.172,0.0,"{""type"": ""corridor"", ""from"": ""C1-11"", ""to"": ""C1-10"", ""duration"": 2.643125517261719, ""distance_m"": 3.1717506207140627, ""from_x"": 77.446, ""from_y"": -87.894, ""to_x"": 77.377, ""to_y"": -84.723, ""from_floor"": 1, ""to_floor"": 1}"
AMR-A-1,T14,corridor,2026-01-01 08:20:17,2026-01-01 08:20:24,C1-10,C1-9,,,77.377,-84.723,1,77.326,-75.829,1,completed,1217.202,2026-01-01 08:20:17,segment_corridor,goods_cage,,C1-10,C1-9,,7.412,0.0,8.894,0.0,"{""type"": ""corridor"", ""from"": ""C1-10"", ""to"": ""C1-9"", ""duration"": 7.411788517475242, ""distance_m"": 8.89414622097029, ""from_x"": 77.377, ""from_y"": -84.723, ""to_x"": 77.326, ""to_y"": -75.829, ""from_floor"": 1, ""to_floor"": 1}"
AMR-A-1,T14,corridor,2026-01-01 08:20:24,2026-01-01 08:20:35,C1-9,C1-8,,,77.326,-75.829,1,90.591,-75.689,1,completed,1224.614,2026-01-01 08:20:24,segment_corridor,goods_cage,,C1-9,C1-8,,11.055,0.0,13.266,0.0,"{""type"": ""corridor"", ""from"": ""C1-9"", ""to"": ""C1-8"", ""duration"": 11.054782304756417, ""distance_m"": 13.265738765707699, ""from_x"": 77.326, ""from_y"": -75.829, ""to_x"": 90.591, ""to_y"": -75.689, ""from_floor"": 1, ""to_floor"": 1}"
AMR-A-1,T14,corridor,2026-01-01 08:20:35,2026-01-01 08:20:43,C1-8,C1-7,,,90.591,-75.689,1,99.779,-75.781,1,completed,1235.669,2026-01-01 08:20:35,segment_corridor,goods_cage,,C1-8,C1-7,,7.657,0.0,9.188,0.0,"{""type"": ""corridor"", ""from"": ""C1-8"", ""to"": ""C1-7"", ""duration"": 7.657050491032579, ""distance_m"": 9.188460589239094, ""from_x"": 90.591, ""from_y"": -75.689, ""to_x"": 99.779, ""to_y"": -75.781, ""from_floor"": 1, ""to_floor"": 1}"
AMR-A-1,T14,corridor,2026-01-01 08:20:43,2026-01-01 08:20:49,C1-7,C1-6,,,99.779,-75.781,1,107.222,-75.958,1,completed,1243.326,2026-01-01 08:20:43,segment_corridor,goods_cage,,C1-7,C1-6,,6.204,0.0,7.445,0.0,"{""type"": ""corridor"", ""from"": ""C1-7"", ""to"": ""C1-6"", ""duration"": 6.204253581213455, ""distance_m"": 7.445104297456146, ""from_x"": 99.779, ""from_y"": -75.781, ""to_x"": 107.222, ""to_y"": -75.958, ""from_floor"": 1, ""to_floor"": 1}"
AMR-A-1,T14,corridor,2026-01-01 08:20:49,2026-01-01 08:21:11,C1-6,C1-5,,,107.222,-75.958,1,133.845,-75.784,1,completed,1249.53,2026-01-01 08:20:49,segment_corridor,goods_cage,,C1-6,C1-5,,22.186,0.0,26.624,0.0,"{""type"": ""corridor"", ""from"": ""C1-6"", ""to"": ""C1-5"", ""duration"": 22.186307166683793, ""distance_m"": 26.62356860002055, ""from_x"": 107.222, ""from_y"": -75.958, ""to_x"": 133.845, ""to_y"": -75.784, ""from_floor"": 1, ""to_floor"": 1}"
AMR-A-1,T14,corridor,2026-01-01 08:21:11,2026-01-01 08:21:16,C1-5,C1-4,,,133.845,-75.784,1,139.011,-75.504,1,completed,1271.717,2026-01-01 08:21:11,segment_corridor,goods_cage,,C1-5,C1-4,,4.311,0.0,5.174,0.0,"{""type"": ""corridor"", ""from"": ""C1-5"", ""to"": ""C1-4"", ""duration"": 4.3113187593176665, ""distance_m"": 5.173582511181199, ""from_x"": 133.845, ""from_y"": -75.784, ""to_x"": 139.011, ""to_y"": -75.504, ""from_floor"": 1, ""to_floor"": 1}"
AMR-A-1,T14,corridor,2026-01-01 08:21:16,2026-01-01 08:21:19,C1-4,C1-3,,,139.011,-75.504,1,143.506,-75.521,1,completed,1276.028,2026-01-01 08:21:16,segment_corridor,goods_cage,,C1-4,C1-3,,3.746,0.0,4.495,0.0,"{""type"": ""corridor"", ""from"": ""C1-4"", ""to"": ""C1-3"", ""duration"": 3.7458601222623873, ""distance_m"": 4.495032146714864, ""from_x"": 139.011, ""from_y"": -75.504, ""to_x"": 143.506, ""to_y"": -75.521, ""from_floor"": 1, ""to_floor"": 1}"
AMR-A-1,T14,corridor,2026-01-01 08:21:19,2026-01-01 08:21:24,C1-3,C1-25,,,143.506,-75.521,1,143.587,-80.986,1,completed,1279.774,2026-01-01 08:21:19,segment_corridor,goods_cage,,C1-3,C1-25,,4.555,0.0,5.466,0.0,"{""type"": ""corridor"", ""from"": ""C1-3"", ""to"": ""C1-25"", ""duration"": 4.554666867925447, ""distance_m"": 5.465600241510536, ""from_x"": 143.506, ""from_y"": -75.521, ""to_x"": 143.587, ""to_y"": -80.986, ""from_floor"": 1, ""to_floor"": 1}"
AMR-A-1,T14,corridor,2026-01-01 08:21:24,2026-01-01 08:21:27,C1-25,C1-24,,,143.587,-80.986,1,143.407,-85.152,1,completed,1284.328,2026-01-01 08:21:24,segment_corridor,goods_cage,,C1-25,C1-24,,3.475,0.0,4.17,0.0,"{""type"": ""corridor"", ""from"": ""C1-25"", ""to"": ""C1-24"", ""duration"": 3.4749056741794333, ""distance_m"": 4.16988680901532, ""from_x"": 143.587, ""from_y"": -80.986, ""to_x"": 143.407, ""to_y"": -85.152, ""from_floor"": 1, ""to_floor"": 1}"
AMR-A-1,T14,corridor,2026-01-01 08:21:27,2026-01-01 08:21:30,C1-24,C1-23,,,143.407,-85.152,1,140.674,-85.184,1,completed,1287.803,2026-01-01 08:21:27,segment_corridor,goods_cage,,C1-24,C1-23,,2.278,0.0,2.733,0.0,"{""type"": ""corridor"", ""from"": ""C1-24"", ""to"": ""C1-23"", ""duration"": 2.2776561112492657, ""distance_m"": 2.7331873334991186, ""from_x"": 143.407, ""from_y"": -85.152, ""to_x"": 140.674, ""to_y"": -85.184, ""from_floor"": 1, ""to_floor"": 1}"
AMR-A-1,T14,corridor,2026-01-01 08:21:30,2026-01-01 08:21:33,C1-23,Lift-4-F1,,,140.674,-85.184,1,140.605,-89.055,1,completed,1290.081,2026-01-01 08:21:30,segment_corridor,goods_cage,,C1-23,Lift-4-F1,,3.226,0.0,3.872,0.0,"{""type"": ""corridor"", ""from"": ""C1-23"", ""to"": ""Lift-4-F1"", ""duration"": 3.226345757113533, ""distance_m"": 3.8716149085362397, ""from_x"": 140.674, ""from_y"": -85.184, ""to_x"": 140.605, ""to_y"": -89.055, ""from_floor"": 1, ""to_floor"": 1}"
AMR-A-1,T14,lift_transfer,2026-01-01 08:21:33,2026-01-01 08:21:55,Lift-4-F1,Lift-4-F0,,,140.605,-89.055,1,140.605,-89.055,0,completed,1293.307,2026-01-01 08:21:33,segment_lift_transfer,goods_cage,,Lift-4-F1,Lift-4-F0,Lift-4,22.222,0.0,4.0,0.0,"{""type"": ""lift_transfer"", ""lift_id"": ""Lift-4"", ""from"": ""Lift-4-F1"", ""to"": ""Lift-4-F0"", ""from_floor"": 1, ""to_floor"": 0, ""wait_time"": 0.0, ""duration"": 22.22222222222217, ""distance_m"": 4.0, ""vertical_distance_m"": 4.0, ""from_x"": 140.605, ""from_y"": -89.055, ""to_x"": 140.605, ""to_y"": -89.055}"
AMR-A-1,T14,corridor,2026-01-01 08:21:55,2026-01-01 08:21:58,Lift-4-F0,C0-23,,,140.605,-89.055,0,140.674,-85.184,0,completed,1315.53,2026-01-01 08:21:55,segment_corridor,goods_cage,,Lift-4-F0,C0-23,,3.226,0.0,3.872,0.0,"{""type"": ""corridor"", ""from"": ""Lift-4-F0"", ""to"": ""C0-23"", ""duration"": 3.226345757113533, ""distance_m"": 3.8716149085362397, ""from_x"": 140.605, ""from_y"": -89.055, ""to_x"": 140.674, ""to_y"": -85.184, ""from_floor"": 0, ""to_floor"": 0}"
AMR-A-1,T14,corridor,2026-01-01 08:21:58,2026-01-01 08:22:08,C0-23,C0-9,,,140.674,-85.184,0,151.815,-84.679,0,completed,1318.756,2026-01-01 08:21:58,segment_corridor,goods_cage,,C0-23,C0-9,,9.294,0.0,11.152,0.0,"{""type"": ""corridor"", ""from"": ""C0-23"", ""to"": ""C0-9"", ""duration"": 9.29369955340115, ""distance_m"": 11.15243946408138, ""from_x"": 140.674, ""from_y"": -85.184, ""to_x"": 151.815, ""to_y"": -84.679, ""from_floor"": 0, ""to_floor"": 0}"
AMR-A-1,T14,corridor,2026-01-01 08:22:08,2026-01-01 08:22:15,C0-9,C0-8,,,151.815,-84.679,0,151.815,-75.288,0,completed,1328.05,2026-01-01 08:22:08,segment_corridor,goods_cage,,C0-9,C0-8,,7.826,0.0,9.391,0.0,"{""type"": ""corridor"", ""from"": ""C0-9"", ""to"": ""C0-8"", ""duration"": 7.825833333333338, ""distance_m"": 9.391000000000005, ""from_x"": 151.815, ""from_y"": -84.679, ""to_x"": 151.815, ""to_y"": -75.288, ""from_floor"": 0, ""to_floor"": 0}"
AMR-A-1,T14,corridor,2026-01-01 08:22:15,2026-01-01 08:22:40,C0-8,C0-6,,,151.815,-75.288,0,181.948,-75.288,0,completed,1335.875,2026-01-01 08:22:15,segment_corridor,goods_cage,,C0-8,C0-6,,25.111,0.0,30.133,0.0,"{""type"": ""corridor"", ""from"": ""C0-8"", ""to"": ""C0-6"", ""duration"": 25.110833333333343, ""distance_m"": 30.13300000000001, ""from_x"": 151.815, ""from_y"": -75.288, ""to_x"": 181.948, ""to_y"": -75.288, ""from_floor"": 0, ""to_floor"": 0}"
AMR-A-1,T14,corridor,2026-01-01 08:22:40,2026-01-01 08:22:50,C0-6,C0-5,,,181.948,-75.288,0,181.917,-63.981,0,completed,1360.986,2026-01-01 08:22:40,segment_corridor,goods_cage,,C0-6,C0-5,,9.423,0.0,11.307,0.0,"{""type"": ""corridor"", ""from"": ""C0-6"", ""to"": ""C0-5"", ""duration"": 9.422535413099334, ""distance_m"": 11.3070424957192, ""from_x"": 181.948, ""from_y"": -75.288, ""to_x"": 181.917, ""to_y"": -63.981, ""from_floor"": 0, ""to_floor"": 0}"
AMR-A-1,T14,corridor,2026-01-01 08:22:50,2026-01-01 08:23:08,C0-5,C0-4,,,181.917,-63.981,0,181.948,-41.989,0,completed,1370.409,2026-01-01 08:22:50,segment_corridor,goods_cage,,C0-5,C0-4,,18.327,0.0,21.992,0.0,"{""type"": ""corridor"", ""from"": ""C0-5"", ""to"": ""C0-4"", ""duration"": 18.32668487403607, ""distance_m"": 21.99202184884328, ""from_x"": 181.917, ""from_y"": -63.981, ""to_x"": 181.948, ""to_y"": -41.989, ""from_floor"": 0, ""to_floor"": 0}"
AMR-A-1,T14,corridor,2026-01-01 08:23:08,2026-01-01 08:23:15,C0-4,C0-3,,,181.948,-41.989,0,173.305,-41.629,0,completed,1388.736,2026-01-01 08:23:08,segment_corridor,goods_cage,,C0-4,C0-3,,7.209,0.0,8.65,0.0,"{""type"": ""corridor"", ""from"": ""C0-4"", ""to"": ""C0-3"", ""duration"": 7.208745123112623, ""distance_m"": 8.650494147735147, ""from_x"": 181.948, ""from_y"": -41.989, ""to_x"": 173.305, ""to_y"": -41.629, ""from_floor"": 0, ""to_floor"": 0}"
AMR-A-1,T14,corridor,2026-01-01 08:23:15,2026-01-01 08:23:39,C0-3,C0-2,,,173.305,-41.629,0,173.305,-13.345,0,completed,1395.944,2026-01-01 08:23:15,segment_corridor,goods_cage,,C0-3,C0-2,,23.57,0.0,28.284,0.0,"{""type"": ""corridor"", ""from"": ""C0-3"", ""to"": ""C0-2"", ""duration"": 23.57, ""distance_m"": 28.284, ""from_x"": 173.305, ""from_y"": -41.629, ""to_x"": 173.305, ""to_y"": -13.345, ""from_floor"": 0, ""to_floor"": 0}"
AMR-A-1,T14,corridor,2026-01-01 08:23:39,2026-01-01 08:23:46,C0-2,C0-1,,,173.305,-13.345,0,164.709,-13.357,0,completed,1419.514,2026-01-01 08:23:39,segment_corridor,goods_cage,,C0-2,C0-1,,7.163,0.0,8.596,0.0,"{""type"": ""corridor"", ""from"": ""C0-2"", ""to"": ""C0-1"", ""duration"": 7.16334031332063, ""distance_m"": 8.596008375984756, ""from_x"": 173.305, ""from_y"": -13.345, ""to_x"": 164.709, ""to_y"": -13.357, ""from_floor"": 0, ""to_floor"": 0}"
AMR-A-1,T14,corridor,2026-01-01 08:23:46,2026-01-01 08:23:51,C0-1,RD,,,164.709,-13.357,0,164.0,-8.0,0,completed,1426.678,2026-01-01 08:23:46,segment_corridor,goods_cage,,C0-1,RD,,4.503,0.0,5.404,0.0,"{""type"": ""corridor"", ""from"": ""C0-1"", ""to"": ""RD"", ""duration"": 4.503095386015663, ""distance_m"": 5.403714463218796, ""from_x"": 164.709, ""from_y"": -13.357, ""to_x"": 164.0, ""to_y"": -8.0, ""from_floor"": 0, ""to_floor"": 0}"
AMR-A-1,T14,pickup,2026-01-01 08:23:51,2026-01-01 08:24:11,,,,,,,,,,,completed,1431.181,2026-01-01 08:23:51,segment_pickup,goods_cage,,RD,ICU-DH,,20.0,0.0,0.0,0.0,"{""type"": ""pickup"", ""location"": ""RD"", ""duration"": 20.0, ""from_x"": null, ""from_y"": null, ""to_x"": null, ""to_y"": null, ""from_floor"": null, ""to_floor"": null}"
AMR-A-1,T14,corridor,2026-01-01 08:24:11,2026-01-01 08:24:15,RD,C0-1,,,164.0,-8.0,0,164.709,-13.357,0,completed,1451.181,2026-01-01 08:24:11,segment_corridor,goods_cage,,RD,C0-1,,4.503,0.0,5.404,0.0,"{""type"": ""corridor"", ""from"": ""RD"", ""to"": ""C0-1"", ""duration"": 4.503095386015663, ""distance_m"": 5.403714463218796, ""from_x"": 164.0, ""from_y"": -8.0, ""to_x"": 164.709, ""to_y"": -13.357, ""from_floor"": 0, ""to_floor"": 0}"
AMR-A-1,T14,corridor,2026-01-01 08:24:15,2026-01-01 08:24:22,C0-1,C0-2,,,164.709,-13.357,0,173.305,-13.345,0,completed,1455.684,2026-01-01 08:24:15,segment_corridor,goods_cage,,C0-1,C0-2,,7.163,0.0,8.596,0.0,"{""type"": ""corridor"", ""from"": ""C0-1"", ""to"": ""C0-2"", ""duration"": 7.16334031332063, ""distance_m"": 8.596008375984756, ""from_x"": 164.709, ""from_y"": -13.357, ""to_x"": 173.305, ""to_y"": -13.345, ""from_floor"": 0, ""to_floor"": 0}"
AMR-A-1,T14,corridor,2026-01-01 08:24:22,2026-01-01 08:24:46,C0-2,C0-3,,,173.305,-13.345,0,173.305,-41.629,0,completed,1462.847,2026-01-01 08:24:22,segment_corridor,goods_cage,,C0-2,C0-3,,23.57,0.0,28.284,0.0,"{""type"": ""corridor"", ""from"": ""C0-2"", ""to"": ""C0-3"", ""duration"": 23.57, ""distance_m"": 28.284, ""from_x"": 173.305, ""from_y"": -13.345, ""to_x"": 173.305, ""to_y"": -41.629, ""from_floor"": 0, ""to_floor"": 0}"
AMR-A-1,T14,corridor,2026-01-01 08:24:46,2026-01-01 08:24:53,C0-3,C0-4,,,173.305,-41.629,0,181.948,-41.989,0,completed,1486.417,2026-01-01 08:24:46,segment_corridor,goods_cage,,C0-3,C0-4,,7.209,0.0,8.65,0.0,"{""type"": ""corridor"", ""from"": ""C0-3"", ""to"": ""C0-4"", ""duration"": 7.208745123112623, ""distance_m"": 8.650494147735147, ""from_x"": 173.305, ""from_y"": -41.629, ""to_x"": 181.948, ""to_y"": -41.989, ""from_floor"": 0, ""to_floor"": 0}"
AMR-A-1,T14,corridor,2026-01-01 08:24:53,2026-01-01 08:25:11,C0-4,C0-5,,,181.948,-41.989,0,181.917,-63.981,0,completed,1493.626,2026-01-01 08:24:53,segment_corridor,goods_cage,,C0-4,C0-5,,18.327,0.0,21.992,0.0,"{""type"": ""corridor"", ""from"": ""C0-4"", ""to"": ""C0-5"", ""duration"": 18.32668487403607, ""distance_m"": 21.99202184884328, ""from_x"": 181.948, ""from_y"": -41.989, ""to_x"": 181.917, ""to_y"": -63.981, ""from_floor"": 0, ""to_floor"": 0}"
AMR-A-1,T14,corridor,2026-01-01 08:25:11,2026-01-01 08:25:21,C0-5,C0-6,,,181.917,-63.981,0,181.948,-75.288,0,completed,1511.953,2026-01-01 08:25:11,segment_corridor,goods_cage,,C0-5,C0-6,,9.423,0.0,11.307,0.0,"{""type"": ""corridor"", ""from"": ""C0-5"", ""to"": ""C0-6"", ""duration"": 9.422535413099334, ""distance_m"": 11.3070424957192, ""from_x"": 181.917, ""from_y"": -63.981, ""to_x"": 181.948, ""to_y"": -75.288, ""from_floor"": 0, ""to_floor"": 0}"
AMR-A-1,T14,corridor,2026-01-01 08:25:21,2026-01-01 08:25:46,C0-6,C0-8,,,181.948,-75.288,0,151.815,-75.288,0,completed,1521.375,2026-01-01 08:25:21,segment_corridor,goods_cage,,C0-6,C0-8,,25.111,0.0,30.133,0.0,"{""type"": ""corridor"", ""from"": ""C0-6"", ""to"": ""C0-8"", ""duration"": 25.110833333333343, ""distance_m"": 30.13300000000001, ""from_x"": 181.948, ""from_y"": -75.288, ""to_x"": 151.815, ""to_y"": -75.288, ""from_floor"": 0, ""to_floor"": 0}"
AMR-A-1,T14,corridor,2026-01-01 08:25:46,2026-01-01 08:25:54,C0-8,C0-9,,,151.815,-75.288,0,151.815,-84.679,0,completed,1546.486,2026-01-01 08:25:46,segment_corridor,goods_cage,,C0-8,C0-9,,7.826,0.0,9.391,0.0,"{""type"": ""corridor"", ""from"": ""C0-8"", ""to"": ""C0-9"", ""duration"": 7.825833333333338, ""distance_m"": 9.391000000000005, ""from_x"": 151.815, ""from_y"": -75.288, ""to_x"": 151.815, ""to_y"": -84.679, ""from_floor"": 0, ""to_floor"": 0}"
AMR-A-1,T14,corridor,2026-01-01 08:25:54,2026-01-01 08:26:03,C0-9,C0-23,,,151.815,-84.679,0,140.674,-85.184,0,completed,1554.312,2026-01-01 08:25:54,segment_corridor,goods_cage,,C0-9,C0-23,,9.294,0.0,11.152,0.0,"{""type"": ""corridor"", ""from"": ""C0-9"", ""to"": ""C0-23"", ""duration"": 9.29369955340115, ""distance_m"": 11.15243946408138, ""from_x"": 151.815, ""from_y"": -84.679, ""to_x"": 140.674, ""to_y"": -85.184, ""from_floor"": 0, ""to_floor"": 0}"
AMR-A-1,T14,corridor,2026-01-01 08:26:03,2026-01-01 08:26:06,C0-23,Lift-4-F0,,,140.674,-85.184,0,140.605,-89.055,0,completed,1563.605,2026-01-01 08:26:03,segment_corridor,goods_cage,,C0-23,Lift-4-F0,,3.226,0.0,3.872,0.0,"{""type"": ""corridor"", ""from"": ""C0-23"", ""to"": ""Lift-4-F0"", ""duration"": 3.226345757113533, ""distance_m"": 3.8716149085362397, ""from_x"": 140.674, ""from_y"": -85.184, ""to_x"": 140.605, ""to_y"": -89.055, ""from_floor"": 0, ""to_floor"": 0}"
AMR-A-1,T14,lift_transfer,2026-01-01 08:26:06,2026-01-01 08:26:29,Lift-4-F0,Lift-4-F1,,,140.605,-89.055,0,140.605,-89.055,1,completed,1566.832,2026-01-01 08:26:06,segment_lift_transfer,goods_cage,,Lift-4-F0,Lift-4-F1,Lift-4,22.222,0.0,4.0,0.0,"{""type"": ""lift_transfer"", ""lift_id"": ""Lift-4"", ""from"": ""Lift-4-F0"", ""to"": ""Lift-4-F1"", ""from_floor"": 0, ""to_floor"": 1, ""wait_time"": 0.0, ""duration"": 22.22222222222217, ""distance_m"": 4.0, ""vertical_distance_m"": 4.0, ""from_x"": 140.605, ""from_y"": -89.055, ""to_x"": 140.605, ""to_y"": -89.055}"
AMR-A-1,T14,corridor,2026-01-01 08:26:29,2026-01-01 08:26:32,Lift-4-F1,C1-23,,,140.605,-89.055,1,140.674,-85.184,1,completed,1589.054,2026-01-01 08:26:29,segment_corridor,goods_cage,,Lift-4-F1,C1-23,,3.226,0.0,3.872,0.0,"{""type"": ""corridor"", ""from"": ""Lift-4-F1"", ""to"": ""C1-23"", ""duration"": 3.226345757113533, ""distance_m"": 3.8716149085362397, ""from_x"": 140.605, ""from_y"": -89.055, ""to_x"": 140.674, ""to_y"": -85.184, ""from_floor"": 1, ""to_floor"": 1}"
AMR-A-1,T14,corridor,2026-01-01 08:26:32,2026-01-01 08:26:34,C1-23,C1-24,,,140.674,-85.184,1,143.407,-85.152,1,completed,1592.28,2026-01-01 08:26:32,segment_corridor,goods_cage,,C1-23,C1-24,,2.278,0.0,2.733,0.0,"{""type"": ""corridor"", ""from"": ""C1-23"", ""to"": ""C1-24"", ""duration"": 2.2776561112492657, ""distance_m"": 2.7331873334991186, ""from_x"": 140.674, ""from_y"": -85.184, ""to_x"": 143.407, ""to_y"": -85.152, ""from_floor"": 1, ""to_floor"": 1}"
AMR-A-1,T14,corridor,2026-01-01 08:26:34,2026-01-01 08:26:38,C1-24,C1-25,,,143.407,-85.152,1,143.587,-80.986,1,completed,1594.558,2026-01-01 08:26:34,segment_corridor,goods_cage,,C1-24,C1-25,,3.475,0.0,4.17,0.0,"{""type"": ""corridor"", ""from"": ""C1-24"", ""to"": ""C1-25"", ""duration"": 3.4749056741794333, ""distance_m"": 4.16988680901532, ""from_x"": 143.407, ""from_y"": -85.152, ""to_x"": 143.587, ""to_y"": -80.986, ""from_floor"": 1, ""to_floor"": 1}"
AMR-A-1,T14,corridor,2026-01-01 08:26:38,2026-01-01 08:26:41,C1-25,ICU-DH,,,143.587,-80.986,1,147.455,-81.503,1,completed,1598.033,2026-01-01 08:26:38,segment_corridor,goods_cage,,C1-25,ICU-DH,,3.252,0.0,3.902,0.0,"{""type"": ""corridor"", ""from"": ""C1-25"", ""to"": ""ICU-DH"", ""duration"": 3.251998637590276, ""distance_m"": 3.9023983651083314, ""from_x"": 143.587, ""from_y"": -80.986, ""to_x"": 147.455, ""to_y"": -81.503, ""from_floor"": 1, ""to_floor"": 1}"
