amr_id,task_id,segment_type,start_time,end_time,start_node,end_node,amr_location_before,amr_location_after,start_x,start_y,start_floor,end_x,end_y,end_floor,status,sim_time_sec,sim_datetime,event_type,payload,payload_instance_id,weight_kg,from_location,to_location,lift_id,duration_sec,wait_time_sec,distance_m,energy_kwh,task_duration_sec,details,task_source,department_id,waste_stream,waste_volume_m3,container_type,pending_reason,tracked_item_exchange,exchange_mode,tracked_item_source_payload,tracked_items
AMR-A-1,RETURN-AMR-A-1-2,corridor,2026-01-01 08:21:18,2026-01-01 08:21:38,C0-83,C0-50,,,144.848,-174.179,0,145.0,-150.0,0,completed,12078.567,2026-01-01 08:21:18,segment_corridor,,,,C0-83,C0-50,,20.15,0.0,24.179,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C0-83"", ""to"": ""C0-50"", ""duration"": 20.149564804371224, ""distance_m"": 24.17947776524547, ""speed_factor"": 1.0, ""congestion_count"": 0, ""from_x"": 144.848, ""from_y"": -174.179, ""to_x"": 145.0, ""to_y"": -150.0, ""from_floor"": 0, ""to_floor"": 0}",,,,0.0,,,False,,,{}
AMR-A-1,RETURN-AMR-A-1-2,corridor,2026-01-01 08:21:38,2026-01-01 08:21:40,C0-50,C0-16,,,145.0,-150.0,0,142.744,-150.046,0,completed,12098.717,2026-01-01 08:21:38,segment_corridor,,,,C0-50,C0-16,,1.88,0.0,2.256,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C0-50"", ""to"": ""C0-16"", ""duration"": 1.880390769080843, ""distance_m"": 2.2564689228970116, ""speed_factor"": 1.0, ""congestion_count"": 0, ""from_x"": 145.0, ""from_y"": -150.0, ""to_x"": 142.744, ""to_y"": -150.046, ""from_floor"": 0, ""to_floor"": 0}",,,,0.0,,,False,,,{}
AMR-A-1,RETURN-AMR-A-1-2,corridor,2026-01-01 08:21:40,2026-01-01 08:21:43,C0-16,C0-45,,,142.744,-150.046,0,142.637,-146.743,0,completed,12100.597,2026-01-01 08:21:40,segment_corridor,,,,C0-16,C0-45,,2.754,0.0,3.305,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C0-16"", ""to"": ""C0-45"", ""duration"": 2.7539438891241836, ""distance_m"": 3.30473266694902, ""speed_factor"": 1.0, ""congestion_count"": 0, ""from_x"": 142.744, ""from_y"": -150.046, ""to_x"": 142.637, ""to_y"": -146.743, ""from_floor"": 0, ""to_floor"": 0}",,,,0.0,,,False,,,{}
AMR-A-1,RETURN-AMR-A-1-2,corridor,2026-01-01 08:21:43,2026-01-01 08:21:50,C0-45,C0-44,,,142.637,-146.743,0,142.385,-138.767,0,completed,12103.351,2026-01-01 08:21:43,segment_corridor,,,,C0-45,C0-44,,6.65,0.0,7.98,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C0-45"", ""to"": ""C0-44"", ""duration"": 6.649983291541249, ""distance_m"": 7.979979949849498, ""speed_factor"": 1.0, ""congestion_count"": 0, ""from_x"": 142.637, ""from_y"": -146.743, ""to_x"": 142.385, ""to_y"": -138.767, ""from_floor"": 0, ""to_floor"": 0}",,,,0.0,,,False,,,{}
AMR-A-1,RETURN-AMR-A-1-2,corridor,2026-01-01 08:21:50,2026-01-01 08:21:52,C0-44,C0-15,,,142.385,-138.767,0,142.311,-135.582,0,completed,12110.001,2026-01-01 08:21:50,segment_corridor,,,,C0-44,C0-15,,2.655,0.0,3.186,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C0-44"", ""to"": ""C0-15"", ""duration"": 2.6548829488740613, ""distance_m"": 3.1858595386488733, ""speed_factor"": 1.0, ""congestion_count"": 0, ""from_x"": 142.385, ""from_y"": -138.767, ""to_x"": 142.311, ""to_y"": -135.582, ""from_floor"": 0, ""to_floor"": 0}",,,,0.0,,,False,,,{}
AMR-A-1,RETURN-AMR-A-1-2,corridor,2026-01-01 08:21:52,2026-01-01 08:21:55,C0-15,C0-14,,,142.311,-135.582,0,142.333,-132.392,0,completed,12112.656,2026-01-01 08:21:52,segment_corridor,,,,C0-15,C0-14,,2.658,0.0,3.19,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C0-15"", ""to"": ""C0-14"", ""duration"": 2.6583965509724488, ""distance_m"": 3.1900758611669384, ""speed_factor"": 1.0, ""congestion_count"": 0, ""from_x"": 142.311, ""from_y"": -135.582, ""to_x"": 142.333, ""to_y"": -132.392, ""from_floor"": 0, ""to_floor"": 0}",,,,0.0,,,False,,,{}
AMR-A-1,RETURN-AMR-A-1-2,corridor,2026-01-01 08:21:55,2026-01-01 08:22:03,C0-14,C0-13,,,142.333,-132.392,0,151.939,-132.199,0,completed,12115.314,2026-01-01 08:21:55,segment_corridor,,,,C0-14,C0-13,,8.007,0.0,9.608,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C0-14"", ""to"": ""C0-13"", ""duration"": 8.006615537236133, ""distance_m"": 9.607938644683358, ""speed_factor"": 1.0, ""congestion_count"": 0, ""from_x"": 142.333, ""from_y"": -132.392, ""to_x"": 151.939, ""to_y"": -132.199, ""from_floor"": 0, ""to_floor"": 0}",,,,0.0,,,False,,,{}
AMR-A-1,RETURN-AMR-A-1-2,corridor,2026-01-01 08:22:03,2026-01-01 08:22:11,C0-13,C0-12,,,151.939,-132.199,0,151.969,-122.524,0,completed,12123.321,2026-01-01 08:22:03,segment_corridor,,,,C0-13,C0-12,,8.063,0.0,9.675,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C0-13"", ""to"": ""C0-12"", ""duration"": 8.062538759596766, ""distance_m"": 9.675046511516118, ""speed_factor"": 1.0, ""congestion_count"": 0, ""from_x"": 151.939, ""from_y"": -132.199, ""to_x"": 151.969, ""to_y"": -122.524, ""from_floor"": 0, ""to_floor"": 0}",,,,0.0,,,False,,,{}
AMR-A-1,RETURN-AMR-A-1-2,corridor,2026-01-01 08:22:11,2026-01-01 08:22:14,C0-12,C0-82,,,151.969,-122.524,0,151.957,-118.723,0,completed,12131.384,2026-01-01 08:22:11,segment_corridor,,,,C0-12,C0-82,,3.168,0.0,3.801,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C0-12"", ""to"": ""C0-82"", ""duration"": 3.167515785280321, ""distance_m"": 3.8010189423363854, ""speed_factor"": 1.0, ""congestion_count"": 0, ""from_x"": 151.969, ""from_y"": -122.524, ""to_x"": 151.957, ""to_y"": -118.723, ""from_floor"": 0, ""to_floor"": 0}",,,,0.0,,,False,,,{}
AMR-A-1,RETURN-AMR-A-1-2,corridor,2026-01-01 08:22:14,2026-01-01 08:22:21,C0-82,C0-107,,,151.957,-118.723,0,151.875,-110.231,0,completed,12134.551,2026-01-01 08:22:14,segment_corridor,,,,C0-82,C0-107,,7.077,0.0,8.492,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C0-82"", ""to"": ""C0-107"", ""duration"": 7.076996577331065, ""distance_m"": 8.492395892797278, ""speed_factor"": 1.0, ""congestion_count"": 0, ""from_x"": 151.957, ""from_y"": -118.723, ""to_x"": 151.875, ""to_y"": -110.231, ""from_floor"": 0, ""to_floor"": 0}",,,,0.0,,,False,,,{}
AMR-A-1,RETURN-AMR-A-1-2,corridor,2026-01-01 08:22:21,2026-01-01 08:22:27,C0-107,C0-10,,,151.875,-110.231,0,151.906,-103.332,0,completed,12141.628,2026-01-01 08:22:21,segment_corridor,,,,C0-107,C0-10,,5.749,0.0,6.899,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C0-107"", ""to"": ""C0-10"", ""duration"": 5.749224706186238, ""distance_m"": 6.899069647423485, ""speed_factor"": 1.0, ""congestion_count"": 0, ""from_x"": 151.875, ""from_y"": -110.231, ""to_x"": 151.906, ""to_y"": -103.332, ""from_floor"": 0, ""to_floor"": 0}",,,,0.0,,,False,,,{}
AMR-A-1,RETURN-AMR-A-1-2,corridor,2026-01-01 08:22:27,2026-01-01 08:22:35,C0-10,C0-78,,,151.906,-103.332,0,151.853,-93.062,0,completed,12147.377,2026-01-01 08:22:27,segment_corridor,,,,C0-10,C0-78,,8.558,0.0,10.27,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C0-10"", ""to"": ""C0-78"", ""duration"": 8.558447297196428, ""distance_m"": 10.270136756635713, ""speed_factor"": 1.0, ""congestion_count"": 0, ""from_x"": 151.906, ""from_y"": -103.332, ""to_x"": 151.853, ""to_y"": -93.062, ""from_floor"": 0, ""to_floor"": 0}",,,,0.0,,,False,,,{}
AMR-A-1,RETURN-AMR-A-1-2,corridor,2026-01-01 08:22:35,2026-01-01 08:22:42,C0-78,C0-9,,,151.853,-93.062,0,151.815,-84.679,0,completed,12155.936,2026-01-01 08:22:35,segment_corridor,,,,C0-78,C0-9,,6.986,0.0,8.383,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C0-78"", ""to"": ""C0-9"", ""duration"": 6.9859051052021055, ""distance_m"": 8.383086126242526, ""speed_factor"": 1.0, ""congestion_count"": 0, ""from_x"": 151.853, ""from_y"": -93.062, ""to_x"": 151.815, ""to_y"": -84.679, ""from_floor"": 0, ""to_floor"": 0}",,,,0.0,,,False,,,{}
AMR-A-1,RETURN-AMR-A-1-2,corridor,2026-01-01 08:22:42,2026-01-01 08:22:52,C0-9,C0-23,,,151.815,-84.679,0,140.608,-84.673,0,completed,12162.922,2026-01-01 08:22:42,segment_corridor,,,,C0-9,C0-23,,9.339,0.0,11.207,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C0-9"", ""to"": ""C0-23"", ""duration"": 9.33916800511575, ""distance_m"": 11.207001606138899, ""speed_factor"": 1.0, ""congestion_count"": 0, ""from_x"": 151.815, ""from_y"": -84.679, ""to_x"": 140.608, ""to_y"": -84.673, ""from_floor"": 0, ""to_floor"": 0}",,,,0.0,,,False,,,{}
AMR-A-1,RETURN-AMR-A-1-2,corridor,2026-01-01 08:22:52,2026-01-01 08:22:54,C0-23,Lift-2-F0,,,140.608,-84.673,0,140.476,-81.715,0,completed,12172.261,2026-01-01 08:22:52,segment_corridor,,,,C0-23,Lift-2-F0,,2.467,0.0,2.961,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C0-23"", ""to"": ""Lift-2-F0"", ""duration"": 2.4674531403858504, ""distance_m"": 2.96094376846302, ""speed_factor"": 1.0, ""congestion_count"": 0, ""from_x"": 140.608, ""from_y"": -84.673, ""to_x"": 140.476, ""to_y"": -81.715, ""from_floor"": 0, ""to_floor"": 0}",,,,0.0,,,False,,,{}
AMR-A-1,RETURN-AMR-A-1-2,lift_transfer,2026-01-01 08:22:54,2026-01-01 08:23:19,Lift-2-F0,Lift-2-F2,,,140.476,-81.715,0,140.476,-81.715,2,completed,12174.728,2026-01-01 08:22:54,segment_lift_transfer,,,,Lift-2-F0,Lift-2-F2,Lift-2,24.444,0.0,8.0,0.021564102564102565,0.0,"{""type"": ""lift_transfer"", ""lift_id"": ""Lift-2"", ""from"": ""Lift-2-F0"", ""to"": ""Lift-2-F2"", ""from_floor"": 0, ""to_floor"": 2, ""wait_time"": 0.0, ""duration"": 24.444444444445253, ""distance_m"": 8.0, ""vertical_distance_m"": 8.0, ""energy_kwh"": 0.021564102564102565, ""from_x"": 140.476, ""from_y"": -81.715, ""to_x"": 140.476, ""to_y"": -81.715}",,,,0.0,,,False,,,{}
AMR-A-1,RETURN-AMR-A-1-2,corridor,2026-01-01 08:23:19,2026-01-01 08:23:22,Lift-2-F2,C2-12,,,140.476,-81.715,2,140.54,-85.162,2,completed,12199.173,2026-01-01 08:23:19,segment_corridor,,,,Lift-2-F2,C2-12,,2.873,0.0,3.448,0.0,0.0,"{""type"": ""corridor"", ""from"": ""Lift-2-F2"", ""to"": ""C2-12"", ""duration"": 2.8729950738635908, ""distance_m"": 3.4475940886363086, ""speed_factor"": 1.0, ""congestion_count"": 0, ""from_x"": 140.476, ""from_y"": -81.715, ""to_x"": 140.54, ""to_y"": -85.162, ""from_floor"": 2, ""to_floor"": 2}",,,,0.0,,,False,,,{}
AMR-A-1,RETURN-AMR-A-1-2,corridor,2026-01-01 08:23:22,2026-01-01 08:23:26,C2-12,C2-22,,,140.54,-85.162,2,146.298,-84.823,2,completed,12202.046,2026-01-01 08:23:22,segment_corridor,,,,C2-12,C2-22,,4.807,0.0,5.768,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C2-12"", ""to"": ""C2-22"", ""duration"": 4.806642178046736, ""distance_m"": 5.767970613656082, ""speed_factor"": 1.0, ""congestion_count"": 0, ""from_x"": 140.54, ""from_y"": -85.162, ""to_x"": 146.298, ""to_y"": -84.823, ""from_floor"": 2, ""to_floor"": 2}",,,,0.0,,,False,,,{}
AMR-A-1,RETURN-AMR-A-1-2,corridor,2026-01-01 08:23:26,2026-01-01 08:23:31,C2-22,C2-10,,,146.298,-84.823,2,151.747,-84.823,2,completed,12206.852,2026-01-01 08:23:26,segment_corridor,,,,C2-22,C2-10,,4.541,0.0,5.449,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C2-22"", ""to"": ""C2-10"", ""duration"": 4.540833333333344, ""distance_m"": 5.449000000000012, ""speed_factor"": 1.0, ""congestion_count"": 0, ""from_x"": 146.298, ""from_y"": -84.823, ""to_x"": 151.747, ""to_y"": -84.823, ""from_floor"": 2, ""to_floor"": 2}",,,,0.0,,,False,,,{}
AMR-A-1,RETURN-AMR-A-1-2,corridor,2026-01-01 08:23:31,2026-01-01 08:23:36,C2-10,C2-11,,,151.747,-84.823,2,157.38,-84.803,2,completed,12211.393,2026-01-01 08:23:31,segment_corridor,,,,C2-10,C2-11,,4.694,0.0,5.633,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C2-10"", ""to"": ""C2-11"", ""duration"": 4.694196254122965, ""distance_m"": 5.633035504947558, ""speed_factor"": 1.0, ""congestion_count"": 0, ""from_x"": 151.747, ""from_y"": -84.823, ""to_x"": 157.38, ""to_y"": -84.803, ""from_floor"": 2, ""to_floor"": 2}",,,,0.0,,,False,,,{}
AMR-A-1,RETURN-AMR-A-1-2,corridor,2026-01-01 08:23:36,2026-01-01 08:23:38,C2-11,AMR-CENTRE,,,157.38,-84.803,2,157.36,-81.619,2,completed,12216.087,2026-01-01 08:23:36,segment_corridor,,,,C2-11,AMR-CENTRE,,2.653,0.0,3.184,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C2-11"", ""to"": ""AMR-CENTRE"", ""duration"": 2.6533856778756353, ""distance_m"": 3.1840628134507623, ""speed_factor"": 1.0, ""congestion_count"": 0, ""from_x"": 157.38, ""from_y"": -84.803, ""to_x"": 157.36, ""to_y"": -81.619, ""from_floor"": 2, ""to_floor"": 2}",,,,0.0,,,False,,,{}
AMR-A-1,RETURN-AMR-A-1-2,dropoff,2026-01-01 08:23:38,2026-01-01 08:23:58,,,,,,,,,,,completed,12218.741,2026-01-01 08:23:38,segment_dropoff,,,,D4-PHARMACY,AMR-CENTRE,,20.0,0.0,0.0,0.0,0.0,"{""type"": ""dropoff"", ""location"": ""AMR-CENTRE"", ""duration"": 20.0, ""inventory_space"": """", ""from_x"": null, ""from_y"": null, ""to_x"": null, ""to_y"": null, ""from_floor"": null, ""to_floor"": null}",,,,0.0,,,False,,,{}
AMR-A-1,RETURN-AMR-A-1-2,,2026-01-01 08:23:58,2026-01-01 08:23:58,,,,,,,,,,,finish,12238.741,2026-01-01 08:23:58,task_complete,,,,D4-PHARMACY,AMR-CENTRE,,0.0,0.0,0.0,0.0,0.0,Task RETURN-AMR-A-1-2 completed,,,,0.0,,,False,,,{}
,GEN_PHARMACY_D1_00005,,2026-01-02 08:00:00,2026-01-02 08:00:00,D7-PHARMACY,D1-PHARMACY,,,172.392,-97.072,0,65.0,-91.0,0,generated,97200.0,2026-01-02 08:00:00,task_generated,Pharmacy Box,Pharmacy_Box-GEN_PHARMACY_D1_00005-000006,,D7-PHARMACY,D1-PHARMACY,,0.0,0.0,0.0,0.0,0.0,Generated scheduled pharmacy task at 08:00,task_generation,D1,,0.0,Pharmacy Box,,False,,,{}
,GEN_PHARMACY_D2_00006,,2026-01-02 08:00:00,2026-01-02 08:00:00,D7-PHARMACY,D2-PHARMACY,,,172.392,-97.072,0,69.193,-50.079,0,generated,97200.0,2026-01-02 08:00:00,task_generated,Pharmacy Box,Pharmacy_Box-GEN_PHARMACY_D2_00006-000007,,D7-PHARMACY,D2-PHARMACY,,0.0,0.0,0.0,0.0,0.0,Generated scheduled pharmacy task at 08:00,task_generation,D2,,0.0,Pharmacy Box,,False,,,{}
,GEN_PHARMACY_D3_00007,,2026-01-02 08:00:00,2026-01-02 08:00:00,D7-PHARMACY,D3-PHARMACY,,,172.392,-97.072,0,65.279,-12.892,0,generated,97200.0,2026-01-02 08:00:00,task_generated,Pharmacy Box,Pharmacy_Box-GEN_PHARMACY_D3_00007-000008,,D7-PHARMACY,D3-PHARMACY,,0.0,0.0,0.0,0.0,0.0,Generated scheduled pharmacy task at 08:00,task_generation,D3,,0.0,Pharmacy Box,,False,,,{}
,GEN_PHARMACY_D4_00008,,2026-01-02 08:00:00,2026-01-02 08:00:00,D7-PHARMACY,D4-PHARMACY,,,172.392,-97.072,0,140.351,-171.506,0,generated,97200.0,2026-01-02 08:00:00,task_generated,Pharmacy Box,Pharmacy_Box-GEN_PHARMACY_D4_00008-000009,,D7-PHARMACY,D4-PHARMACY,,0.0,0.0,0.0,0.0,0.0,Generated scheduled pharmacy task at 08:00,task_generation,D4,,0.0,Pharmacy Box,,False,,,{}
AMR-A-1,GEN_PHARMACY_D1_00005,,2026-01-02 08:00:00,2026-01-02 08:00:01,,,AMR-CENTRE,D1-PHARMACY,,,,,,,start,97200.0,2026-01-02 08:00:00,task_assigned,Pharmacy Box,Pharmacy_Box-GEN_PHARMACY_D1_00005-000006,,D7-PHARMACY,D1-PHARMACY,,0.0,0.0,0.0,0.0,276.417,Assigned task to AMR-A-1,task_generation,D1,,0.0,Pharmacy Box,,False,,,{}
AMR-A-1,GEN_PHARMACY_D1_00005,corridor,2026-01-02 08:00:00,2026-01-02 08:00:02,AMR-CENTRE,C2-11,,,157.36,-81.619,2,157.38,-84.803,2,completed,97200.0,2026-01-02 08:00:00,segment_corridor,,,,AMR-CENTRE,C2-11,,2.653,0.0,3.184,0.0,0.0,"{""type"": ""corridor"", ""from"": ""AMR-CENTRE"", ""to"": ""C2-11"", ""duration"": 2.6533856778756353, ""distance_m"": 3.1840628134507623, ""speed_factor"": 1.0, ""congestion_count"": 0, ""from_x"": 157.36, ""from_y"": -81.619, ""to_x"": 157.38, ""to_y"": -84.803, ""from_floor"": 2, ""to_floor"": 2}",,,,0.0,,,False,,,{}
AMR-A-1,GEN_PHARMACY_D1_00005,corridor,2026-01-02 08:00:02,2026-01-02 08:00:07,C2-11,C2-10,,,157.38,-84.803,2,151.747,-84.823,2,completed,97202.653,2026-01-02 08:00:02,segment_corridor,,,,C2-11,C2-10,,4.694,0.0,5.633,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C2-11"", ""to"": ""C2-10"", ""duration"": 4.694196254122965, ""distance_m"": 5.633035504947558, ""speed_factor"": 1.0, ""congestion_count"": 0, ""from_x"": 157.38, ""from_y"": -84.803, ""to_x"": 151.747, ""to_y"": -84.823, ""from_floor"": 2, ""to_floor"": 2}",,,,0.0,,,False,,,{}
AMR-A-1,GEN_PHARMACY_D1_00005,corridor,2026-01-02 08:00:07,2026-01-02 08:00:11,C2-10,C2-22,,,151.747,-84.823,2,146.298,-84.823,2,completed,97207.348,2026-01-02 08:00:07,segment_corridor,,,,C2-10,C2-22,,4.541,0.0,5.449,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C2-10"", ""to"": ""C2-22"", ""duration"": 4.540833333333344, ""distance_m"": 5.449000000000012, ""speed_factor"": 1.0, ""congestion_count"": 0, ""from_x"": 151.747, ""from_y"": -84.823, ""to_x"": 146.298, ""to_y"": -84.823, ""from_floor"": 2, ""to_floor"": 2}",,,,0.0,,,False,,,{}
AMR-A-1,GEN_PHARMACY_D1_00005,corridor,2026-01-02 08:00:11,2026-01-02 08:00:16,C2-22,C2-12,,,146.298,-84.823,2,140.54,-85.162,2,completed,97211.888,2026-01-02 08:00:11,segment_corridor,,,,C2-22,C2-12,,4.807,0.0,5.768,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C2-22"", ""to"": ""C2-12"", ""duration"": 4.806642178046736, ""distance_m"": 5.767970613656082, ""speed_factor"": 1.0, ""congestion_count"": 0, ""from_x"": 146.298, ""from_y"": -84.823, ""to_x"": 140.54, ""to_y"": -85.162, ""from_floor"": 2, ""to_floor"": 2}",,,,0.0,,,False,,,{}
AMR-A-1,GEN_PHARMACY_D1_00005,corridor,2026-01-02 08:00:16,2026-01-02 08:00:19,C2-12,Lift-2-F2,,,140.54,-85.162,2,140.476,-81.715,2,completed,97216.695,2026-01-02 08:00:16,segment_corridor,,,,C2-12,Lift-2-F2,,2.873,0.0,3.448,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C2-12"", ""to"": ""Lift-2-F2"", ""duration"": 2.8729950738635908, ""distance_m"": 3.4475940886363086, ""speed_factor"": 1.0, ""congestion_count"": 0, ""from_x"": 140.54, ""from_y"": -85.162, ""to_x"": 140.476, ""to_y"": -81.715, ""from_floor"": 2, ""to_floor"": 2}",,,,0.0,,,False,,,{}
AMR-A-1,GEN_PHARMACY_D1_00005,lift_transfer,2026-01-02 08:00:19,2026-01-02 08:00:44,Lift-2-F2,Lift-2-F0,,,140.476,-81.715,2,140.476,-81.715,0,completed,97219.568,2026-01-02 08:00:19,segment_lift_transfer,,,,Lift-2-F2,Lift-2-F0,Lift-2,24.444,0.0,8.0,0.01675692307692308,0.0,"{""type"": ""lift_transfer"", ""lift_id"": ""Lift-2"", ""from"": ""Lift-2-F2"", ""to"": ""Lift-2-F0"", ""from_floor"": 2, ""to_floor"": 0, ""wait_time"": 0.0, ""duration"": 24.444444444437977, ""distance_m"": 8.0, ""vertical_distance_m"": 8.0, ""energy_kwh"": 0.01675692307692308, ""from_x"": 140.476, ""from_y"": -81.715, ""to_x"": 140.476, ""to_y"": -81.715}",,,,0.0,,,False,,,{}
AMR-A-1,GEN_PHARMACY_D1_00005,corridor,2026-01-02 08:00:44,2026-01-02 08:00:46,Lift-2-F0,C0-23,,,140.476,-81.715,0,140.608,-84.673,0,completed,97244.012,2026-01-02 08:00:44,segment_corridor,,,,Lift-2-F0,C0-23,,2.467,0.0,2.961,0.0,0.0,"{""type"": ""corridor"", ""from"": ""Lift-2-F0"", ""to"": ""C0-23"", ""duration"": 2.4674531403858504, ""distance_m"": 2.96094376846302, ""speed_factor"": 1.0, ""congestion_count"": 0, ""from_x"": 140.476, ""from_y"": -81.715, ""to_x"": 140.608, ""to_y"": -84.673, ""from_floor"": 0, ""to_floor"": 0}",,,,0.0,,,False,,,{}
AMR-A-1,GEN_PHARMACY_D1_00005,corridor,2026-01-02 08:00:46,2026-01-02 08:00:55,C0-23,C0-9,,,140.608,-84.673,0,151.815,-84.679,0,completed,97246.48,2026-01-02 08:00:46,segment_corridor,,,,C0-23,C0-9,,9.339,0.0,11.207,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C0-23"", ""to"": ""C0-9"", ""duration"": 9.33916800511575, ""distance_m"": 11.207001606138899, ""speed_factor"": 1.0, ""congestion_count"": 0, ""from_x"": 140.608, ""from_y"": -84.673, ""to_x"": 151.815, ""to_y"": -84.679, ""from_floor"": 0, ""to_floor"": 0}",,,,0.0,,,False,,,{}
AMR-A-1,GEN_PHARMACY_D1_00005,corridor,2026-01-02 08:00:55,2026-01-02 08:01:02,C0-9,C0-78,,,151.815,-84.679,0,151.853,-93.062,0,completed,97255.819,2026-01-02 08:00:55,segment_corridor,,,,C0-9,C0-78,,6.986,0.0,8.383,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C0-9"", ""to"": ""C0-78"", ""duration"": 6.9859051052021055, ""distance_m"": 8.383086126242526, ""speed_factor"": 1.0, ""congestion_count"": 0, ""from_x"": 151.815, ""from_y"": -84.679, ""to_x"": 151.853, ""to_y"": -93.062, ""from_floor"": 0, ""to_floor"": 0}",,,,0.0,,,False,,,{}
AMR-A-1,GEN_PHARMACY_D1_00005,corridor,2026-01-02 08:01:02,2026-01-02 08:01:09,C0-78,C0-77,,,151.853,-93.062,0,160.201,-93.062,0,completed,97262.805,2026-01-02 08:01:02,segment_corridor,,,,C0-78,C0-77,,6.957,0.0,8.348,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C0-78"", ""to"": ""C0-77"", ""duration"": 6.956666666666655, ""distance_m"": 8.347999999999985, ""speed_factor"": 1.0, ""congestion_count"": 0, ""from_x"": 151.853, ""from_y"": -93.062, ""to_x"": 160.201, ""to_y"": -93.062, ""from_floor"": 0, ""to_floor"": 0}",,,,0.0,,,False,,,{}
AMR-A-1,GEN_PHARMACY_D1_00005,corridor,2026-01-02 08:01:09,2026-01-02 08:01:19,C0-77,C0-76,,,160.201,-93.062,0,172.268,-93.202,0,completed,97269.762,2026-01-02 08:01:09,segment_corridor,,,,C0-77,C0-76,,10.057,0.0,12.068,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C0-77"", ""to"": ""C0-76"", ""duration"": 10.056510087445297, ""distance_m"": 12.067812104934356, ""speed_factor"": 1.0, ""congestion_count"": 0, ""from_x"": 160.201, ""from_y"": -93.062, ""to_x"": 172.268, ""to_y"": -93.202, ""from_floor"": 0, ""to_floor"": 0}",,,,0.0,,,False,,,{}
AMR-A-1,GEN_PHARMACY_D1_00005,corridor,2026-01-02 08:01:19,2026-01-02 08:01:23,C0-76,D7-PHARMACY,,,172.268,-93.202,0,172.392,-97.072,0,completed,97279.818,2026-01-02 08:01:19,segment_corridor,,,,C0-76,D7-PHARMACY,,3.227,0.0,3.872,0.0,0.0,"{""type"": ""corridor"", ""from"": ""C0-76"", ""to"": ""D7-PHARMACY"", ""duration"": 3.226655044744914, ""distance_m"": 3.8719860536938966, ""speed_factor"": 1.0, ""congestion_count"": 0, ""from_x"": 172.268, ""from_y"": -93.202, ""to_x"": 172.392, ""to_y"": -97.072, ""from_floor"": 0, ""to_floor"": 0}",,,,0.0,,,False,,,{}
AMR-A-1,GEN_PHARMACY_D1_00005,pickup,2026-01-02 08:01:23,2026-01-02 08:01:43,,,,,,,,,,,completed,97283.045,2026-01-02 08:01:23,segment_pickup,Pharmacy Box,Pharmacy_Box-GEN_PHARMACY_D1_00005-000006,,D7-PHARMACY,D1-PHARMACY,,20.0,0.0,0.0,0.0,0.0,"{""type"": ""pickup"", ""location"": ""D7-PHARMACY"", ""duration"": 20.0, ""from_x"": null, ""from_y"": null, ""to_x"": null, ""to_y"": null, ""from_floor"": null, ""to_floor"": null}",,,,0.0,,,False,,,{}
AMR-A-1,GEN_PHARMACY_D1_00005,corridor,2026-01-02 08:01:43,2026-01-02 08:01:46,D7-PHARMACY,C0-76,,,172.392,-97.072,0,172.268,-93.202,0,completed,97303.045,2026-01-02 08:01:43,segment_corridor,Pharmacy Box,Pharmacy_Box-GEN_PHARMACY_D1_00005-000006,,D7-PHARMACY,C0-76,,3.796,0.0,3.872,0.0,0.0,"{""type"": ""corridor"", ""from"": ""D7-PHARMACY"", ""to"": ""C0-76"", ""duration"": 3.7960647585234284, ""distance_m"": 3.8719860536938966, ""speed_factor"": 0.85, ""congestion_count"": 1, ""from_x"": 172.392, ""from_y"": -97.072, ""to_x"": 172.268, ""to_y"": -93.202, ""from_floor"": 0, ""to_floor"": 0}",,,,0.0,,,False,,,{}
