NAME,FLOOR,X,Y
C4-6,4,83.189,-85.358
Lift-3,4,137.09,-89.028
Lift-4,4,140.605,-89.055
Lift-5,4,138.393,-135.355
Lift-6,4,138.437,-138.749
ADULTIP5-DH,4,146.054,-136.54
ADULTIP3-DH,4,90.776,-81.43
Lift-8,4,92.111,-89.054
ADULTIP3-DELIVERYHUB,4,83.021,-82.796
ADULTIP4-DH,4,138.259,-81.424
C4-1,4,142.199,-136.453
C4-2,4,137.822,-85.423
C4-3,4,140.669,-85.502
C4-4,4,92.168,-85.521
C4-5,4,88.783,-85.502
ADULTIP4-DELIVERYHUB,4,146.034,-82.784
Lift-7,4,88.661,-88.972
